REFCODES,HOMO-LUMO GAP,SMILES
MUKBAW,2.8475,CC1CCc2ccccc2C1=C1c2ccccc2C=Cc2ccccc12
MUKLIO,3.2656,Clc1nc(nc2C=C(I)Sc12)c1ccccc1
MULGIK,3.5006,CCCCCCCCCCCC(O)(CO)CCCC(O)=O
MULMEM,3.0117,CC(=O)OCC1OC=C(C=O)C(OC(C)=O)C1OCc1ccccc1
MULNEN,2.2858,C1CC=C2C(C1)C1(OC2(c2ccccc2)c2ccccc12)c1ccccc1
MULTIW,2.9821,COC(=O)C=C(C1CCCc2c1c(C(=O)OC)c(C(=O)OC)c(C(=O)OC)c2C(=O)OC)C(=O)OC
MULZOJ,2.7049,CC12CCCC=C1C1(OC2(c2ccccc2)c2ccccc12)c1ccccc1
MUMFUW,4.8356,Oc1cc(O)c(cc1Br)C1OC(=O)c2ccccc12
MUMJIO,3.2821,CN1C(=NC(=NC1=S)c1ccccc1)C
MUMWUN,4.0862,CN(C)c1ccc(C=CC=NN2N=C3C(=O)c4ccccc4C(=O)C3=N2)cc1
MUMXAU,3.6368,OC12CCCC(C(C1N(=O)=O)c1ccc(cc1)C#N)C2=O
MUMXEY,4.0941,CC(=O)C12CC3(C(CCc4ccccc34)C1c1ccccc1)C(=C2N)C#N
MUPCUX,2.8305,CC(OC(C)=O)C(=O)Nc1ccccc1C1=Cc2ccccc2N1c1ccccc1C(C)(C)C
MUVBUC,1.8785,Fc1cc(F)c(F)c(C#Cc2ccncc2)c1F
MUVTIH,1.5625,Fc1cc(C#Cc2ccncc2)c(F)c(F)c1F
MUWRIG,3.2123,Fc1cc(C#Cc2cccnc2)c(F)c(F)c1F
MUXXIN,2.5769,CCOc1cc2c3cc(OCC)c(OCC)cc3c3c(cc(OCC)c(OCC)c3N(=O)=O)c2cc1OCC
MUYKUN,3.2203,O=C(OC1C2CC(C(OC(=O)c3ccncc3)c3ccccc23)c2ccccc12)c1ccncc1
MUYMEA,3.0157,OC1C2CC(C(OCc3ccncc3)c3ccccc23)c2ccccc12
MUYMIE,3.0084,COC(CO)(CO)OC
MUYMOK,2.9869,CC(=O)OCC1OC(N=C=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
MUZCEP,1.6605,Cc1cc(C)c(c(C)c1)C(N=C(c1ccccc1)c1ccccc1)=C(N=C(c1ccccc1)c1ccccc1)c1c(C)cc(C)cc1C
MUZSOQ,3.2018,Oc1c(O)c2ccc1C=NOCCON=Cc1cccc(OCC=CCOc3cccc(C=NOCCON=C2)c3O)c1O
MUZTAD,4.0157,COc1cc2CCN3C(=O)C4C5C6CC(C=C6)C5CN4C(=O)C3(c3ccccc3)c2cc1OC
NADQUF,6.0589,CCCCN1CC2=C(C(c3ccccc3O2)C2=C(C)Nc3ccccc23)C1=O
NAGNUG,5.2349,CC(C)N(C(C)C)C(=O)C(=O)c1ccc(cc1)C(=O)NC(C)c1ccccc1
NAGWUO,1.9185,CN1C(=O)C(CC=C)(c2ccccc12)C(CC=C)(C#N)C#N
NAHGEK,2.3173,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1ccc(cc1)C(=O)C(=O)N(C(C)C)C(C)C
NAHPUJ,3.3261,CC(C)N(C(C)C)C(=O)C(=O)c1ccc(cc1)C(=O)NC(CO)c1ccccc1
NAHYEC,3.0869,CC(C)N(C(C)C)C(=O)C(=O)c1cccc(c1)C(=O)NC(C)c1cccc2ccccc12
NAHZIG,2.2862,Cc1ccc2c(c1)C(=O)CC2(c1ccccc1)c1ccccc1
NAHZON,3.5669,Cc1ccnc(c1)c1cc(C)ccn1
NAJBEG,2.2875,COc1cccc(NN=C2C(=O)C=Cc3ccccc23)c1
NAJBUW,2.2973,CN1C(=Nc2c3ccccc3c3ccccc3c12)c1ccc(Br)cc1
NAJCEH,2.3971,CC(=O)C1=C(C)OC2(C1c1ccccc1)c1ccccc1Oc1ccccc21
NAJMAO,2.9164,O=C1C2CC=CC(C2C(=O)N1c1ccccc1)C1C(N(C2CCCCC2)C1=O)c1ccccc1
NAMKAN02,3.3826,CC1CC(OC(=O)C(C)=C)C2=C(COC(C)=O)C(=O)OC2C2OC2(C)CCC1OC(C)=O
NAMMEU,1.8185,CC1=C(CCC2c3ccccc3c3ccccc23)c2cc3CCCc3cc2C1
NAMRID,2.7906,COC(=O)CNC(=O)C1CCCN1C(=O)CNC(=O)OC(C)(C)C
NAPNAU,3.1204,Fc1ccc(cc1)C#C
NASPED,3.9813,Clc1ccc(cc1)C#C
NAYBOF,3.6359,O=S1(=O)CC(c2ccccc2)c2ccccc2O1
NAYHUR,2.9313,Fc1cccc(F)c1C1=C2C=C3c4ccccc4C(=C3C=C2c2ccccc12)c1c(F)cccc1F
NAZJEE,4.5573,COC(=O)c1cc(nc2ccccc12)c1ccccn1
NECMUD01,3.9344,COc1cc2Oc3cc(O)c4OC(C)(C)C=Cc4c3C(=O)c2c(O)c1CC=C(C)C
NECNAK,3.7453,CCC1=C(CC)C(NC1=O)=CC1=C(CC)C(=C(N1)C1(C)CC(C)(C)C2=C(CC)C(=C(C=C3NC(=O)C(=C3CC)CC)N12)CC)CC
NEDQAQ,2.354,CC12CCC3CC1C=CCC2(O)C3=O
NEGBUY,1.2578,CC(C)(C)C(OC(=O)C12CCC(CC1=O)C2(C)C)c1ccccn1
NELQOK,2.7657,CC(=O)OC1CC2(CO2)C2(CCC3(COC=C3)O2)C23CCCC(C)(C12)C(=O)OC3
NEMCEO,2.3115,CC(C)c1ccc2OCCCCOc3ccc(cc3C(C3OCCO3)c2c1)C(C)C
NEMQUS,1.8912,CC(C)c1ccc(OCCCCOc2ccc(cc2C=O)C(C)C)c(C=O)c1
NENKEW,3.5383,COC(=O)C(CC#C)(CC1C(C)(C)C2CCC1(C)O2)C(=O)OC
NEPDOC,3.7942,Cc1nc2ccc(cc2nc1C)c1ccc2nc(C)c(C)nc2c1
NEPETA01,4.7072,CN1C=C(C)C=CC1=NN(=O)=O
NEPVOU,3.8697,CC1(CCC2(C)C(CCC3(C)C2CCC(=O)C3=CO)C1)C=C
NEPWAH,2.9235,Oc1ccccc1C=Nc1cccc2cccnc12
NEPXUC,4.2457,O=C(C=CC1=CC=CO1)c1cccc(c1)N(=O)=O
NEQLUR,2.7266,COC(=O)C1CCCC2=C1N(Cc1ccccc1)C=N2
NERSAF,2.6378,FC(F)(F)c1cccc(c1)c1cnc2ccccc2c1
NEXZOG,3.2103,Brc1ccc(cc1)C1=C(C(=O)C(=C1c1ccc(Br)cc1)c1ccccc1)c1ccccc1
NEZQAL,2.4025,CCOC(=O)CN1c2ccccc2C(=O)c2ccccc12
NIFDUC,2.401,CC(C)(C)C(=O)OC1CCC(=O)N(OCc2ccccc2)C1CC=C
NIGWOQ,3.6453,Cc1cc2nc(N3C=Cc4c(Br)cccc34)c(nc2cc1C)c1ccccc1
NIJMUQ,2.7171,Cc1ccc(cc1)N(=O)=O
NIKSUW,3.0239,CN1C(=O)C2CC=C(C=C)C(CC#C)C2C1=O
NIKTUX,2.6927,NC(=O)c1ccc(CN2C=CC=N2)cc1
NISCAU,4.1922,[NH3+]C1CCCCC1N=Cc1cccc(C(=O)[O-])c1O
NISSUF,1.2552,CC(=C)C(=O)OCCOC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
NITOLU01,3.2869,CC(NC(=O)N(Cc1ccccc1)C1=C(NC(=C1)C(=O)OCc1ccccc1)C=C(C)C)c1ccccc1
NIVKUZ,3.7444,Fc1cccc2C(=O)C(=O)Nc12
NIWVUL,3.598,O=C1C(=O)C(=C1NCCc1ccccn1)NCCc1ccccn1
NIXZEA,2.0226,COc1ccc(cc1)N=Cc1ccc(cc1)N(=O)=O
NIYBIG,3.8949,CC(C)C1C=CCC2CCC3OC43C1CCC(=O)C24
NIZHEK,2.8883,CC1(C)NC(=NOC1(O)c1ccccc1)c1ccccc1
NIZVAU,1.9877,O=C(CCCC1=CNc2ccccc12)N(C1CCCCC1)C(=O)NC1CCCCC1
NIZXOK,3.0621,CN(Cc1cc(cc(c1O)C(C)(C)C)C(C)(C)C)C1CCCCC1
NMBZYA02,1.8567,Fc1c(F)c(F)c2C#Cc3c(F)c(F)c(F)c(F)c3C#Cc3c(F)c(F)c(F)c(F)c3C#Cc2c1F
NOBPOK,3.7953,C(N1C=CC(=N1)c1ccccn1)c1c2ccccc2c(CN2C=CC(=N2)c2ccccn2)c2ccccc12
NODTAB01,3.2203,CCC1C(c2ccc(OC)cc2)c2cc3OCOc3cc2OC1=O
NOJJEC,3.6666,N#Cc1ccc(CN2c3ccccc3N=C2c2ccc(cc2)C#N)cc1
NOLJAA,3.9598,CCOc1cccc(C=NCC(C)(C)CN=Cc2cccc(OCC)c2O)c1O
NOLSUD,2.3297,COc1ccc(O)c(C=Nc2ccccc2C)c1
NOLTOY,2.14,CCCCCCOc1ccc(C=CC(=O)c2cccc(O)c2)cc1
NOQKOU,3.5649,O=N(=O)c1c2ccccc2cc2ccccc12
NOQTIX,2.847,CC(=O)Nc1ccc(c(COC(C)=O)c1)N(=O)=O
NORCUT,2.627,CC1=C2CC(OC(C)(C)C2CC1)c1ccc(cc1)N(=O)=O
NORFUW,2.2292,CC(OC(=O)C1(CCN(C)C1=O)c1ccccc1)c1ccc2ccccc2c1
NORQAN,2.4442,CCOC1=C2c3c(OC)cc(OC)cc3OC2(C(C1=O)c1ccccc1)c1ccc(OC)cc1
NTRANT01,2.059,O=C1N2CCCC2C2=CN=NN2c2ccccc12
NUBDUJ,2.9621,FC(F)(F)c1ccc(cc1)c1ccc2C(=O)c3cc(ccc3C(=O)c2c1)c1ccc(cc1)C(F)(F)F
NUBZIU,2.252,FC(F)(F)c1ccc(cc1)C1=CC=C(S1)c1ccc2C(=O)c3cc(ccc3C(=O)c2c1)C1=CC=C(S1)c1ccc(cc1)C(F)(F)F
NUCMII,3.4016,Fc1cc(C#Cc2ccc(cc2)C#N)c(F)cc1Br
NUDMOP,2.257,Brc1ccc(cc1)C#Cc1ccc(cc1)C#N
NUDQEJ01,3.5349,CC(C)OC(=O)c1c2ccccc2cc2ccccc12
NUDWUF,2.7814,CC(C)(C)OC(=O)c1c2ccccc2cc2ccccc12
NUDXAM,1.7326,COC1CN(Cc2ccccc2)C2C(COC2=O)O1
NUHDUR,2.6409,CC(=O)OCC1OC(CC1OC(C)=O)N1C=C(C(=O)NC1=O)C1=CC2=CN(C3CC(OC(C)=O)C(COC(C)=O)O3)C(=O)N=C2O1
NUHFAZ,2.6724,CC(O)C1OC(=O)C=C2C3(C)C(O)CCC4(C)C3C(OC4=O)C3OC123
NUKMAH02,2.2489,CC(CO)C1OC(=O)C=C2C3(C)C(O)CC(O)C4(C)C3C(OC4=O)C3OC123
NUKMIP01,2.2557,CC(O)(CO)C1OC(=O)C=C2C3(C)C(O)CC(O)C4(C)C3C(OC4=O)C3OC123
NUKQAM,3.7955,CC12C(O)C3OC3C3(C)C1C(OC2=O)C1OC21C(OC(=O)C=C32)C(O)CO
NULJIO,2.3216,O=C1N(Cc2ccncc2)C(=O)c2ccccc12
NUMSAQ,3.508,O=C1N(C(=O)c2ccccc12)c1cccc2cccnc12
NUMSIY,3.5059,O=C1OCC2CC3(N=CN(Cc4ccccc4)C3=O)C(C12)C1=CN(Cc2ccccc2)C=N1
NUMSOE,3.5619,CC1C(C=C(OC1=O)C(F)(F)F)c1ccc(Br)cc1
NUMTAR,3.4397,CC1=NOC(=C1C)N=Cc1c(O)ccc2ccccc12
NUNBOO,2.4984,CCOC(=O)c1ccc2N(C(=Nc2c1)c1ccc(O)c(OC)c1)C(C)(C)C
NUNCAB,2.8148,CC(=NC1CCCCC1N=C(C)c1ccccn1)c1ccccn1
NUNHEK,3.4478,C1C(N=C(c2ccccc2)c2cc3ccccc3nc12)c1ccccc1
NUPJEP,3.8579,COc1cc(O)c(C(=O)CCc2ccccc2)c(O)c1
NUPQOF,2.1411,CC(C)(C)OC(=O)NC(CCCCN1C(=O)c2cccc3cccc(C1=O)c23)C(O)=O
NUPSUN,3.2421,Nc1ccc(cc1[NH+]=Cc1c([O-])ccc2ccccc12)N(=O)=O
NUQBEH,3.2035,O=C(c1ccccc1)C1=CN(N=C1C1=CC=C(O1)N(=O)=O)c1ccccc1
NUQFOV,2.9275,COc1ccc(C=NNC(=O)c2ccncc2)c(OC)c1OC
NUQGOW,3.1167,CC(=O)c1c(C)nc2ccc(cc2c1c1ccccc1)N(=O)=O
NUQVOL,2.691,CC(C)C1N(CCC(C)=O)C(N(C1=O)c1ccccn1)c1ccc(cc1)C#N
NUQZIJ,2.0431,FC(F)(F)C1c2ccccc2C(C2c3ccccc3C(c3ccccc23)C(F)(F)F)c2ccccc12
NUQZOP,2.4671,CC(C)N(C(C)C)C(=O)C12C3CC(C=C3)C1C(=O)c1ccccc1C2=O
NUQZUV,2.4717,BrC1=CC2(CCC(=O)O2)C(=O)c2ccccc12
NURBIM,2.4756,COCOC1CC2CCC(=O)CC2C2(C)CCC(O)C(C)(CCO)C12
NURSOJ,2.9264,COCOC1CC2CCC(CC2C2(C)C=C(OC)C3(C)C(=O)OCCC3(C)C12)OCc1ccc(OC)cc1
NURVON,4.2526,COc1ccc(Nc2nccc(NC3CCCCC3)n2)cc1
NUSPAT,2.2537,CC(C)(C)OC(=O)N1CCC2CC(C1)N(C2)C(c1ccccc1)c1ccccc1
NUVDOZ,2.5762,COc1cc(OC)cc(c1)C(=O)Nc1cc(cc(NC(=O)c2cc(OC)cc(OC)c2)c1C)C(=O)OCc1ccc2ccc3ccc(C)nc3c2n1
OBAGEF,3.7151,COc1ccccc1Oc1ncccc1N(=O)=O
OBAGIJ,4.1032,O=C1c2ccccc2C2CCCCC12C1CCC=C1
OBATAO,3.1986,CC(=NO)C(=O)NN=Cc1ccccc1O
OBAXOG,3.3407,CC(=O)OCC1OC(OCC#C)C=CC1OC(C)=O
OBEQES,2.9789,COC1OCC(OC(=O)C(C)(C)C)C(OC(=O)C(C)(C)C)C1OC(=O)C(C)(C)C
OBUDAS,2.2347,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3(C)C2C(O)C=C2C4C(C)C(C)CCC4(C)CCC32C)C1(C)C
OBUDEU,2.9004,COc1cc2c(Oc3c2cc(OC)cc3C(C)(C)C)c(c1)C(C)(C)C
OBUXIU,2.4566,COc1ccc(cc1)C(=O)NN=Cc1ccc(OC)c(O)c1
OCACIG,4.7333,CC1=C2C(C3OC(=O)C(=C)C3CC1)C(=CC2=O)C
OCAHUW,5.1372,CC1c2ccccc2c2c1c1c3ccccc3C(C)c1c1c3ccccc3C(C)c21
OCALOV,4.5862,CN(CN(C)c1ccccn1)c1ccccn1
OCALUB,3.1808,Fc1c(F)c(c(F)c(F)c1Br)c1ccncc1
OCAPIT,2.7145,CC(C)(C)C1=CC2=C3C=C(C=CN3[C]N2C=C1)C(C)(C)C
OCEHIP,2.6966,CCC(O)(CC=C)C(=O)N1C2CC3CCC2(C(=O)N1c1ccccc1)C3(C)C
OCEMAM,3.2488,Cc1ccc(cc1)C(=O)NCCCCCCCCNC(=O)c1ccc(C)cc1
OCESOG,3.2569,c1ccc(cc1)c1nc2ccccc2nc1c1ccccc1
OCILAP,3.3859,OC1N(c2ccccc2)C(=O)c2ncccc12
OCINUK,2.3495,OC1(N(c2ccccc2)C(=O)c2ccncc12)c1ccccc1
OCULOO,3.6034,OC(=O)c1c(F)c(F)c(F)c(C(O)=O)c1F
ODAWUM,3.7574,CC1C(=O)OCC(=O)NCC(C)(c2ccccc2)C(O)(c2ccccc2)c2cccc1c2
ODEJAJ,2.7517,CCOC(=O)C1=C(C(=O)OCC)C(OC2N1C=Cc1ccccc21)(C#N)c1ccccc1
ODIBUA,3.0061,CC(C)(C)OC(=O)NC(C)(C)C(=O)NC1CCCC1C(=O)NC(C)(C)C(=O)NC1CCCC1C(=O)NC(C)(C)C(=O)NC1CCCC1C(=O)OCc1ccccc1
ODICAH,2.8114,CC(NC(=O)OC(C)(C)C)C(=O)NC1CCCC1C(=O)NC(C)(C)C(=O)NC1CCCC1C(=O)NC(C)(C)C(=O)NC1CCCC1C(=O)OCc1ccccc1
ODUSEM,3.7753,CC(NC(=O)C1CCCC1NC(=O)C(C)(C)NC(=O)OC(C)(C)C)C(=O)NC1CCCC1C(=O)NC(C)(C)C(=O)NC1CCCC1C(=O)OCc1ccccc1
OFEVEB,3.7497,O=C(Nc1cccc2cccnc12)c1ccccc1N(=O)=O
OFOXIR,2.5671,O=C(Nc1cccc2cccnc12)c1ccc(cc1)N(=O)=O
OGASOF,3.2492,C1CN=C(N1)c1ccc(cc1)C1=NCCN1
OGATIA,3.2033,CCN1c2ccccc2c2cc(ccc12)C1=CN=C2N=CC=CN12
OGATOG,3.1811,CC(C)c1cccc(C(C)C)c1c1cccc(c1N#[C])c1c(cccc1C(C)C)C(C)C
OGENEU,2.1433,O=C(NN(=O)=O)NC(CN=[N+]=[N-])(CN=[N+]=[N-])CN=[N+]=[N-]
OGEPUM,2.0441,c1ccc(cc1)N1C=C(N=N1)c1ccccn1
OGEQIB02,2.811,O=C1NN=CC(=N1)c1ccccc1
OGEQOH,2.56,Clc1ccc2NC(=O)C(Sc2c1)=C1Sc2cc(Cl)ccc2NC1=O
OGEWIH,3.6241,O=C1N2c3ccccc3N=C2c2ccc3C(=O)N4c5ccccc5N=C4c4ccc1c2c34
OGIQIF,3.1259,Cc1ccc(CN2N=C(CCCc3ccc(OC(C)(C)C(O)=O)cc3)NC2=O)cc1
OGOMON,3.4568,CC1C2CCC(C)(O2)C2CC(C)(C)C(C#N)C2C1=O
OHEJEQ,2.5086,CCC(C1CCCCC1NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC1CCCCC1C(CC)C(=O)NC(Cc1ccccc1)C(=O)OC
OHIXEI,1.7824,C1c2ccccc2c2ccc3c(Cc4ccccc34)c12
OHIXUY,1.6097,CCOC(=O)C1=C(O)c2cc(OCOC)ccc2N(C)C1=O
OHOFOH,3.6371,COc1cc2CCN3CC(C)(C)C4=C(Nc5ccccc45)C3c2cc1OC
OHOWIR,3.7781,CCOC(=O)C1(N=C(NC(C)(C)C)C(C1C(=O)OC)C(=O)OC)C(=O)OCC
OJAJIT,3.8593,CC1OC2C(O)C1(CO)OC2N1C=CC(=O)NC1=O
OJICOA,3.0327,COC(=O)C1=C(C(=O)OC)C(NC1c1ccccc1)(C(=O)OC)c1ccccc1
OJILIC,2.4997,COC(=O)C1=C(C(=O)OC)C(N=C1c1ccccc1)(C(=O)OC)c1ccccc1
OJIXUB,3.4877,CCCCCCc1cc(C=Cc2ccc(cc2)C=Cc2cc(CCCCCC)c(C=Cc3ccc(C)cc3)cc2CCCCCC)c(CCCCCC)cc1C=Cc1ccc(C)cc1
OJOSEM,4.054,Brc1cc2cc3cc4cc5ccccc5cc4cc3cc2cc1Br
OJOVOZ,3.677,Brc1ccc2cc3cc4cc5cc(Br)ccc5cc4cc3cc2c1
OJUBUR,2.832,CC1CCCC2C(O)C3(CC12C)C(=C)COC3=O
OJUCAY,2.7484,COc1ccc2ccccc2c1c1cccc2cccc(C=NC(C)C)c12
OJUVUK,1.6971,COC1C2C3C2C(C1C3=O)(c1ccccc1)c1ccccn1
OKANOE,2.7814,O=C1CCCOc2ccccc2N2N=NC(=N2)c2ccccc2N1
OKANUK,1.1324,C1CCOc2ccccc2C2=NN(C3C4CCC(C4)C23)c2ccccc2OC1
OKOFOK,4.5761,CC12CCC(C1)C(C)(C)C2(O)c1ccccc1c1cccc(n1)c1ccccc1
OKOGAX,2.6287,C1CCN(CC1)c1cc(N2CCCCC2)c(cc1N1CCCCC1)N1CCCCC1
OKUCEC,3.4,C1CN(CCO1)c1cc(N2CCOCC2)c(cc1N1CCOCC1)N1CCOCC1
OKUZEA,3.3567,CC1CC(=O)CC2C3OC4(C(OC(C)=O)C(=CC4C12O)C)C(OC(C)=O)C3(COC(C)=O)OC(C)=O
OKUZIE,2.3964,CC(C)C12CCC3(C)C4CCC5C6C7OCC6(CCC7(C)C)CCC5(C)C4(C)CCC3(OO1)O2
OLACIO,2.9782,COC(=O)C(=C)C1COC(OO1)c1ccc(OC)cc1
OLEBOX,3.301,COC(=O)C(=C)C1COC2(CCC(=O)CC2)OO1
OLECEO,3.317,COC(=O)C(=C)C1COC2(Cc3ccccc3C2)OO1
OLENOI,3.8094,CC1=NOC2(C)OC(c3ccccc3)C12C
OLESUU,3.7809,Cc1ccc(cc1)C1OC2(C)ON=C(C)C12C
OMEHOE,3.1193,Cc1cccc(c1)C1OC2(C)ON=C(C)C12C
OMEJAS,2.8272,CC1(C)CCC(=O)C2(C)C3CCC4(OCCO4)C(C)(C)C3=CCC12
OMEJEW,3.32,CC1(C)CC2CC=C3C(CCC(=O)C3(C)C)C2(C)C(=O)C1
OMEJUM,4.1088,COc1ccc(cc1)C1=CC(N(Cc2ccccc2)C1=O)c1ccccc1
OMEKAT,4.1314,COc1ccc(cc1)C(CC(=O)c1ccccc1)C(O)=O
OMEKEX,4.1458,O=C1C2CC(CN3CCCCC23Cc2ccccc2)C2CCCCN12
OMEQIH,3.7028,COC1=C2C=CC(=O)C(=CCCC=CC(=CC3(C)C=C(C)C(C)CC13OC2=O)C)CO
OMERAA,3.5522,COC(=O)C1CC(=CCC1C(=O)N(C(C)c1ccccc1)C(C)c1ccccc1)C
OMINEE,3.0142,COC(=O)C1C2CCC(C=C2)C1C(=O)N1C(CCC1c1ccccc1)c1ccccc1
OMINII,2.7183,CC1CC2C(COC2=O)C(C)C1O
OMOBIB,3.6677,OC(=O)C=CC(=O)N1C(CCC1c1ccccc1)c1ccccc1
ONINEF,2.624,CC(C)c1cccc(C(C)C)c1N=C(Nc1ccccc1)c1ccccc1
ONIPIL,3.9091,CC1=NN(CCC(=O)N2N=C(C)C=C2C)C(=C1)C
ONIPUX,3.9032,CC1=NN(C(=C1)C)C(=O)CCCCC(=O)N1N=C(C)C=C1C
ONIQAE,5.1694,CC1=C(C#N)C(OC1(C)C)=C(C#N)C(=O)OC(C)(C)C
ONIQEI,2.5308,CC(=O)OC1CCC2=C(C1)C=C(CC1C2CCC2(C)C1CCC2C(C)=O)OC(C)=O
ONUHUB,3.021,C1COc2ccccc2NCc2cccc(CNc3ccccc3OCCO1)c2
OPERAD,3.2375,CC1(C)CC(C)(c2ccc(N)cc2)c2ccccc2O1
OPERIL,4.026,O=C1CN(CCc2ccccc2)C(=O)CN1CCc1ccccc1
OPOJEJ,2.6044,CCOC(=O)C1=C(N#[C])C(=C2C=CC(=CC=C12)C1=CC=C2C(=C(C(=O)OCC)C(=C2C(=O)OCC)N#[C])C=C1)C(=O)OCC
OQIVIU,3.3649,c1ccc(cc1)C1=CC=CC=C(c2ccccc2)C2=NC(=C(C=CC=CC(=C3C=CC1=N3)c1ccccc1)c1ccccc1)C=C2
OQIZAQ,2.919,COc1ccc2c(NC(=O)C32CC2N(C3c3ccccc3)C(=O)C3CCCN3C2=O)c1
OQUROI,3.7629,Cc1ccc(OC(=O)C23CCC(C)(C(=O)O2)C3(C)C)c(c1)C1CC2CCC1(C)C2(C)C
OSEFOI,4.5785,Cc1cc(CN2CCOCC2)c(O)c(c1)C1CC2CCC1(C)C2(C)C
OSIGED,1.8298,O=CC1=C(C=NN1C1CCCCO1)c1ccccc1
OSOROE,1.2993,COC(=O)C1=NN(C2CCCCO2)C(=C1c1ccccc1)C(=O)OC
OSULEU,3.7269,CC12CCCCC1C=CC13CCCC(OC1)C23
OSUVEE,4.0764,OC(=O)c1ccc(F)cc1Cl
OSUVOO,3.8512,COC(=O)C(=C)N1C=NC2=C1C(=O)N(C)C(=O)N2C
OTOYIG,2.8885,CN(C(=C)c1ccccc1)C(=O)c1ccccc1
OTOYOM,3.4784,CC12COCC(O1)C(O2)c1ccc(cc1)N(=O)=O
OVIROB,4.6548,CC(N1COc2c(C1)cc(cc2C(C)(C)C)C(C)(C)C)c1ccccc1
OVISOC,1.8205,c1ccc(cc1)C1=C(N2C(=N1)c1ccc(cc1)c1cccc3cccc(c4ccc(cc4)C42N=C(c2ccccc2)C(=N4)c2ccccc2)c13)c1ccccc1
OWAGOJ,2.7502,Fc1c(F)c(c(F)c(F)c1Br)c1nc2ccc3c4ccc5nc(nc6ccc(c7ccc(n1)c2c37)c4c56)c1c(F)c(F)c(Br)c(F)c1F
OWAHEA,3.3996,Fc1c(F)c(F)c(c(F)c1F)c1nc2ccc3c4ccc5nc(nc6ccc(c7ccc(n1)c2c37)c4c56)c1c(F)c(F)c(F)c(F)c1F
OWAPEI,2.7259,OCC1CN(CC1O)Cc1ccccc1
OWEHEE,3.7655,COc1ccc(cc1)C(C)NC(=O)C1CCN1NC(=O)OC(C)(C)C
OXACUM,1.6342,CC1(C)OCC(O1)C(O)CC(=O)c1ccccc1
OXEMAG,1.9127,Brc1ccc(cc1)c1c2ccc(Br)cc2c2cc(Br)ccc2c1c1ccc(Br)cc1
OXEMOU,2.0886,Cc1ccc(cc1)c1c2ccc(C)cc2c2cc(C)ccc2c1c1ccc(C)cc1
OXESOA,3.6426,Brc1ccc(cc1)c1c2ccccc2c2ccccc2c1c1ccc(Br)cc1
OXIGUY,4.092,CN1C(=O)C2(OC(CC3=C2C(=O)OC(C)(C)O3)c2ccccc2)c2ccccc12
OXIWEY,2.9585,CC12OCC3COC(=O)C13CC1=C(O2)C(=O)OC1
OXIYIE,2.9734,COC(=O)C12CCCC(C1=O)C(C)(C)C1=C2N(C)c2ccccc12
OXIYOK,3.1228,OC1=C(C(=O)OC(=C1)c1ccccc1)C(=O)c1ccccc1
OXIZAX,3.1445,COC(=O)C1=NN(c2ccccc2)C2=C1CCCC2=O
OXOGAK,3.1529,COC(=O)C1(CC(C(C1)C(=O)c1ccccc1)C(=O)c1ccccc1)C(=O)OC
OXOGEO,3.8995,CC12CC(=O)C3=C(CCC45CC6C(O)C(OC(O4)N6C=O)C5C3)C1CCC12OCCO1
OXUJOH,3.1009,CCCC1OC(=O)C(=C)C1(C)C(O)=O
OYACEX,2.5857,C1CC=CC2C(C=C1)c1cc3CCc4ccc(CCc1cc3)c2c4
OYIPIW,2.933,C1CC=CC2C(C=C1)c1cc3CCc4ccc(CCc1cc3)c2c4
OYIZOM,2.9494,C1CC1C1C(C2CC2)C2C1c1cc3CCc4ccc(CCc1cc3)c2c4
OYOGAL,2.9403,CC(C)(C)NC1=CC=CC=CC1=O
OYUWOV,3.7723,OC(=O)C(CC1=CNc2ccccc12)N1C(=O)c2ccccc2C1=O
OZICAC,3.6836,N1C2=C(c3ccccc3)C3=NC(=C(c4ccccc4)c4ccc(c5ccccc45)C(=C4C=CC(=N4)C(=C1C=C2)c1ccccc1)c1ccccc1)C=C3
OZICEG,3.6684,COc1ccccc1C1=NOC2(CC(N(C2)C(=O)OCC2c3ccccc3c3ccccc23)C(O)=O)C1
OZICOQ,3.7655,CCCCCCCCCC(=O)NC(CCC(O)=O)(CCC(O)=O)CCC(O)=O
OZINUH,2.6486,CNC(=O)CNC(=O)CC(=O)N(C)C
OZITAT,1.7628,CN(C)C(=O)CC(=O)N(C)CC(=O)NCc1ccccc1
OZUYIS,1.277,CN(C)C(=O)CC(=O)N(C)CC(=O)NCc1ccc2ccccc2c1
PABSUH,3.0901,CC12CCC(C)(c3cc4Oc5nc6ccccc6nc5Oc4cc13)c1cc3Oc4nc5ccccc5nc4Oc3cc21
PACXUO,4.1507,CC1c2ccc(Cl)cc2C2CCNC12C#N
PAGTEW,3.8755,OC(=O)c1c2ccccc2c(Cl)c2ccccc12
PAGTIA,4.0706,OC(=O)c1c2ccccc2c(Br)c2ccccc12
